id,a_atom,b1_atom,b2_atom,composition,distance_a,distance_b1,distance_b2,x_atom,cubic,ortho,eleneg_a,eleneg_b1,eleneg_b2,eleneg_x,hoe_a,hoe_b1,hoe_b2,hoe_x,ionenergy_a,ionenergy_b1,ionenergy_b2,ionenergy_x,luep_a,luep_b1,luep_b2,luep_x,rd_a,rd_b1,rd_b2,rd_x,rp_a,rp_b1,rp_b2,rp_x,rs_a,rs_b1,rs_b2,rs_x,ind_gap,heat_of_formation
K.Cu.Ga.Cl-cubic,K,Cu,Ga,K.Cu.Ga.Cl,3.49764,2.510761,2.435362,Cl,1,0,0.82,1.9,1.81,3.16,-2.319,-4.6097,-2.5791,-8.5949,4.3407,7.7264,5.9993,12.9676,-2.319,-4.6097,-2.5791,-8.5949,0.37,0.185,0.17,0,2.15,1.16,0.935,0.51,1.54,0.88,0.76,0.5,0,-1.257796335
K.Cu.In.Cl-cubic,K,Cu,In,K.Cu.In.Cl,3.591513,2.505021,2.573912,Cl,1,0,0.82,1.9,1.78,3.16,-2.319,-4.6097,-2.5185,-8.5949,4.3407,7.7264,5.7864,12.9676,-2.319,-4.6097,-2.5185,-8.5949,0.37,0.185,0.36,0,2.15,1.16,1.11,0.51,1.54,0.88,0.94,0.5,0,-1.281098045
K.Cu.Sb.Cl-cubic,K,Cu,Sb,K.Cu.Sb.Cl,3.655714,2.499384,2.669182,Cl,1,0,0.82,1.9,2.05,3.16,-2.319,-4.6097,-4.8276,-8.5949,4.3407,7.7264,8.6084,12.9676,-2.319,-4.6097,-4.8276,-8.5949,0.37,0.185,0.335,0,2.15,1.16,0.935,0.51,1.54,0.88,0.83,0.5,0.6278,-1.187260052
K.In.Al.Cl-cubic,K,In,Al,K.In.Al.Cl,3.792474,2.995374,2.348451,Cl,1,0,0.82,1.78,1.61,3.16,-2.319,-2.5185,-2.7121,-8.5949,4.3407,5.7864,5.9858,12.9676,-2.319,-2.5185,-2.7121,-8.5949,0.37,0.36,0,0,2.15,1.11,0.905,0.51,1.54,0.94,0.77,0.5,2.7501,-1.521624685
K.In.As.Cl-cubic,K,In,As,K.In.As.Cl,3.841756,2.901693,2.524832,Cl,1,0,0.82,1.78,2.18,3.16,-2.319,-2.5185,-5.1947,-8.5949,4.3407,5.7864,9.7886,12.9676,-2.319,-2.5185,-5.1947,-8.5949,0.37,0.36,0.155,0,2.15,1.11,0.745,0.51,1.54,0.94,0.67,0.5,0.3006,-1.195962295
K.In.Bi.Cl-cubic,K,In,Bi,K.In.Bi.Cl,4.018174,2.955728,2.724475,Cl,1,0,0.82,1.78,2.02,3.16,-2.319,-2.5185,-4.5702,-8.5949,4.3407,5.7864,7.2855,12.9676,-2.319,-2.5185,-4.5702,-8.5949,0.37,0.36,0.438,0,2.15,1.11,1.077,0.51,1.54,0.94,0.92,0.5,0.2369,-1.308173495
K.In.Ga.Cl-cubic,K,In,Ga,K.In.Ga.Cl,3.805327,2.552645,2.825443,Cl,1,0,0.82,1.78,1.81,3.16,-2.319,-2.5185,-2.5791,-8.5949,4.3407,5.7864,5.9993,12.9676,-2.319,-2.5185,-2.5791,-8.5949,0.37,0.36,0.17,0,2.15,1.11,0.935,0.51,1.54,0.94,0.76,0.5,1.5348,-1.359002745
K.In.In.Cl-cubic,K,In,In,K.In.In.Cl,3.905074,2.757672,2.757672,Cl,1,0,0.82,1.78,1.78,3.16,-2.319,-2.5185,-2.5185,-8.5949,4.3407,5.7864,5.7864,12.9676,-2.319,-2.5185,-2.5185,-8.5949,0.37,0.36,0.36,0,2.15,1.11,1.11,0.51,1.54,0.94,0.94,0.5,1.3588,-1.364314955
K.In.Sb.Cl-cubic,K,In,Sb,K.In.Sb.Cl,3.966573,2.940461,2.665756,Cl,1,0,0.82,1.78,2.05,3.16,-2.319,-2.5185,-4.8276,-8.5949,4.3407,5.7864,8.6084,12.9676,-2.319,-2.5185,-4.8276,-8.5949,0.37,0.36,0.335,0,2.15,1.11,0.935,0.51,1.54,0.94,0.83,0.5,0.3352,-1.263940062
K.Tl.Al.Cl-cubic,K,Tl,Al,K.Tl.Al.Cl,3.813833,3.028664,2.343079,Cl,1,0,0.82,2.04,1.61,3.16,-2.319,-2.37,-2.7121,-8.5949,4.3407,6.1082,5.9858,12.9676,-2.319,-2.37,-2.7121,-8.5949,0.37,0.463,0,0,2.15,1.22,0.905,0.51,1.54,1.015,0.77,0.5,3.5545,-1.55729384
K.Tl.As.Cl-cubic,K,Tl,As,K.Tl.As.Cl,3.898868,2.994395,2.508733,Cl,1,0,0.82,2.04,2.18,3.16,-2.319,-2.37,-5.1947,-8.5949,4.3407,6.1082,9.7886,12.9676,-2.319,-2.37,-5.1947,-8.5949,0.37,0.463,0.155,0,2.15,1.22,0.745,0.51,1.54,1.015,0.67,0.5,1.0733,-1.21562485
K.Tl.Bi.Cl-cubic,K,Tl,Bi,K.Tl.Bi.Cl,4.065835,3.029004,2.716713,Cl,1,0,0.82,2.04,2.02,3.16,-2.319,-2.37,-4.5702,-8.5949,4.3407,6.1082,7.2855,12.9676,-2.319,-2.37,-4.5702,-8.5949,0.37,0.463,0.438,0,2.15,1.22,1.077,0.51,1.54,1.015,0.92,0.5,0.9927,-1.33599675
K.Tl.Ga.Cl-cubic,K,Tl,Ga,K.Tl.Ga.Cl,3.837316,3.01177,2.397611,Cl,1,0,0.82,2.04,1.81,3.16,-2.319,-2.37,-2.5791,-8.5949,4.3407,6.1082,5.9993,12.9676,-2.319,-2.37,-2.5791,-8.5949,0.37,0.463,0.17,0,2.15,1.22,0.935,0.51,1.54,1.015,0.76,0.5,2.2592,-1.3751685
K.Tl.In.Cl-cubic,K,Tl,In,K.Tl.In.Cl,3.942439,3.021017,2.544231,Cl,1,0,0.82,2.04,1.78,3.16,-2.319,-2.37,-2.5185,-8.5949,4.3407,6.1082,5.7864,12.9676,-2.319,-2.37,-2.5185,-8.5949,0.37,0.463,0.36,0,2.15,1.22,1.11,0.51,1.54,1.015,0.94,0.5,2.3298,-1.39382951
K.Tl.Sb.Cl-cubic,K,Tl,Sb,K.Tl.Sb.Cl,4.014642,3.017966,2.653751,Cl,1,0,0.82,2.04,2.05,3.16,-2.319,-2.37,-4.8276,-8.5949,4.3407,6.1082,8.6084,12.9676,-2.319,-2.37,-4.8276,-8.5949,0.37,0.463,0.335,0,2.15,1.22,0.935,0.51,1.54,1.015,0.83,0.5,0.9869,-1.289239617
Rb.Ag.Al.Cl-cubic,Rb,Ag,Al,Rb.Ag.Al.Cl,3.621301,2.755913,2.35763,Cl,1,0,0.82,1.93,1.61,3.16,-2.2327,-4.4045,-2.7121,-8.5949,4.1771,7.5762,5.9858,12.9676,-2.2327,-4.4045,-2.7121,-8.5949,0.71,0.385,0,0,2.43,1.33,0.905,0.51,1.67,1.045,0.77,0.5,2.1691,-1.49300669
Rb.Ag.As.Cl-cubic,Rb,Ag,As,Rb.Ag.As.Cl,3.697663,2.707595,2.520007,Cl,1,0,0.82,1.93,2.18,3.16,-2.2327,-4.4045,-5.1947,-8.5949,4.1771,7.5762,9.7886,12.9676,-2.2327,-4.4045,-5.1947,-8.5949,0.71,0.385,0.155,0,2.43,1.33,0.745,0.51,1.67,1.045,0.67,0.5,1.2166,-1.1705028
Rb.Ag.Bi.Cl-cubic,Rb,Ag,Bi,Rb.Ag.Bi.Cl,3.844237,2.715371,2.721199,Cl,1,0,0.82,1.93,2.02,3.16,-2.2327,-4.4045,-4.5702,-8.5949,4.1771,7.5762,7.2855,12.9676,-2.2327,-4.4045,-4.5702,-8.5949,0.71,0.385,0.438,0,2.43,1.33,1.077,0.51,1.67,1.045,0.92,0.5,1.5347,-1.2976863
Rb.Ag.Ga.Cl-cubic,Rb,Ag,Ga,Rb.Ag.Ga.Cl,3.642593,2.730909,2.415671,Cl,1,0,0.82,1.93,1.81,3.16,-2.2327,-4.4045,-2.5791,-8.5949,4.1771,7.5762,5.9993,12.9676,-2.2327,-4.4045,-2.5791,-8.5949,0.71,0.385,0.17,0,2.43,1.33,0.935,0.51,1.67,1.045,0.76,0.5,0.8637,-1.31669575
Rb.Ag.In.Cl-cubic,Rb,Ag,In,Rb.Ag.In.Cl,3.733535,2.721932,2.556792,Cl,1,0,0.82,1.93,1.78,3.16,-2.2327,-4.4045,-2.5185,-8.5949,4.1771,7.5762,5.7864,12.9676,-2.2327,-4.4045,-2.5185,-8.5949,0.71,0.385,0.36,0,2.43,1.33,1.11,0.51,1.67,1.045,0.94,0.5,0.9585,-1.34457866
Rb.Ag.Sb.Cl-cubic,Rb,Ag,Sb,Rb.Ag.Sb.Cl,3.802551,2.715577,2.661909,Cl,1,0,0.82,1.93,2.05,3.16,-2.2327,-4.4045,-4.8276,-8.5949,4.1771,7.5762,8.6084,12.9676,-2.2327,-4.4045,-4.8276,-8.5949,0.71,0.385,0.335,0,2.43,1.33,0.935,0.51,1.67,1.045,0.83,0.5,1.303,-1.250613967
Rb.Au.Al.Cl-cubic,Rb,Au,Al,Rb.Au.Al.Cl,3.62216,2.751634,2.363517,Cl,1,0,0.82,2.54,1.61,3.16,-2.2327,-5.7602,-2.7121,-8.5949,4.1771,9.2255,5.9858,12.9676,-2.2327,-5.7602,-2.7121,-8.5949,0.71,0.488,0,0,2.43,1.45,0.905,0.51,1.67,1.21,0.77,0.5,0.3514,-1.35228769
Rb.Au.As.Cl-cubic,Rb,Au,As,Rb.Au.As.Cl,3.689003,2.685595,2.530287,Cl,1,0,0.82,2.54,2.18,3.16,-2.2327,-5.7602,-5.1947,-8.5949,4.1771,9.2255,9.7886,12.9676,-2.2327,-5.7602,-5.1947,-8.5949,0.71,0.488,0.155,0,2.43,1.45,0.745,0.51,1.67,1.21,0.67,0.5,0.0121,-1.0565103
Rb.Au.Bi.Cl-cubic,Rb,Au,Bi,Rb.Au.Bi.Cl,3.837326,2.696942,2.729807,Cl,1,0,0.82,2.54,2.02,3.16,-2.2327,-5.7602,-4.5702,-8.5949,4.1771,9.2255,7.2855,12.9676,-2.2327,-5.7602,-4.5702,-8.5949,0.71,0.488,0.438,0,2.43,1.45,1.077,0.51,1.67,1.21,0.92,0.5,0.4081,-1.1736802
Rb.Au.Ga.Cl-cubic,Rb,Au,Ga,Rb.Au.Ga.Cl,3.637736,2.702427,2.438727,Cl,1,0,0.82,2.54,1.81,3.16,-2.2327,-5.7602,-2.5791,-8.5949,4.1771,9.2255,5.9993,12.9676,-2.2327,-5.7602,-2.5791,-8.5949,0.71,0.488,0.17,0,2.43,1.45,0.935,0.51,1.67,1.21,0.76,0.5,0,-1.18933025
Rb.Au.In.Cl-cubic,Rb,Au,In,Rb.Au.In.Cl,3.730575,2.698136,2.576998,Cl,1,0,0.82,2.54,1.78,3.16,-2.2327,-5.7602,-2.5185,-8.5949,4.1771,9.2255,5.7864,12.9676,-2.2327,-5.7602,-2.5185,-8.5949,0.71,0.488,0.36,0,2.43,1.45,1.11,0.51,1.67,1.21,0.94,0.5,0,-1.21517556
Rb.Au.Sb.Cl-cubic,Rb,Au,Sb,Rb.Au.Sb.Cl,3.79504,2.700442,2.666501,Cl,1,0,0.82,2.54,2.05,3.16,-2.2327,-5.7602,-4.8276,-8.5949,4.1771,9.2255,8.6084,12.9676,-2.2327,-5.7602,-4.8276,-8.5949,0.71,0.488,0.335,0,2.43,1.45,0.935,0.51,1.67,1.21,0.83,0.5,0.1257,-1.132084567
Rb.Cu.Al.Cl-cubic,Rb,Cu,Al,Rb.Cu.Al.Cl,3.509038,2.587452,2.372754,Cl,1,0,0.82,1.9,1.61,3.16,-2.2327,-4.6097,-2.7121,-8.5949,4.1771,7.7264,5.9858,12.9676,-2.2327,-4.6097,-2.7121,-8.5949,0.71,0.185,0,0,2.43,1.16,0.905,0.51,1.67,0.88,0.77,0.5,0.6565,-1.434919315
Rb.Cu.As.Cl-cubic,Rb,Cu,As,Rb.Cu.As.Cl,3.579573,2.518306,2.543942,Cl,1,0,0.82,1.9,2.18,3.16,-2.2327,-4.6097,-5.1947,-8.5949,4.1771,7.7264,9.7886,12.9676,-2.2327,-4.6097,-5.1947,-8.5949,0.71,0.185,0.155,0,2.43,1.16,0.745,0.51,1.67,0.88,0.67,0.5,0.5151,-1.136378325
Rb.Cu.Bi.Cl-cubic,Rb,Cu,Bi,Rb.Cu.Bi.Cl,3.717834,2.518507,2.737033,Cl,1,0,0.82,1.9,2.02,3.16,-2.2327,-4.6097,-4.5702,-8.5949,4.1771,7.7264,7.2855,12.9676,-2.2327,-4.6097,-4.5702,-8.5949,0.71,0.185,0.438,0,2.43,1.16,1.077,0.51,1.67,0.88,0.92,0.5,0.7525,-1.263478725
Rb.Cu.Ga.Cl-cubic,Rb,Cu,Ga,Rb.Cu.Ga.Cl,3.528403,2.539305,2.450212,Cl,1,0,0.82,1.9,1.81,3.16,-2.2327,-4.6097,-2.5791,-8.5949,4.1771,7.7264,5.9993,12.9676,-2.2327,-4.6097,-2.5791,-8.5949,0.71,0.185,0.17,0,2.43,1.16,0.935,0.51,1.67,0.88,0.76,0.5,0,-1.273126475
Rb.Cu.In.Cl-cubic,Rb,Cu,In,Rb.Cu.In.Cl,3.617268,2.528729,2.586697,Cl,1,0,0.82,1.9,1.78,3.16,-2.2327,-4.6097,-2.5185,-8.5949,4.1771,7.7264,5.7864,12.9676,-2.2327,-4.6097,-2.5185,-8.5949,0.71,0.185,0.36,0,2.43,1.16,1.11,0.51,1.67,0.88,0.94,0.5,0,-1.305410985
Rb.Cu.Sb.Cl-cubic,Rb,Cu,Sb,Rb.Cu.Sb.Cl,3.677804,2.519672,2.680288,Cl,1,0,0.82,1.9,2.05,3.16,-2.2327,-4.6097,-4.8276,-8.5949,4.1771,7.7264,8.6084,12.9676,-2.2327,-4.6097,-4.8276,-8.5949,0.71,0.185,0.335,0,2.43,1.16,0.935,0.51,1.67,0.88,0.83,0.5,0.6353,-1.216858092
Rb.In.Al.Cl-cubic,Rb,In,Al,Rb.In.Al.Cl,3.814882,3.020994,2.353369,Cl,1,0,0.82,1.78,1.61,3.16,-2.2327,-2.5185,-2.7121,-8.5949,4.1771,5.7864,5.9858,12.9676,-2.2327,-2.5185,-2.7121,-8.5949,0.71,0.36,0,0,2.43,1.11,0.905,0.51,1.67,0.94,0.77,0.5,2.8237,-1.559697725
Rb.In.As.Cl-cubic,Rb,In,As,Rb.In.As.Cl,3.863073,2.926088,2.529937,Cl,1,0,0.82,1.78,2.18,3.16,-2.2327,-2.5185,-5.1947,-8.5949,4.1771,5.7864,9.7886,12.9676,-2.2327,-2.5185,-5.1947,-8.5949,0.71,0.36,0.155,0,2.43,1.11,0.745,0.51,1.67,0.94,0.67,0.5,0.4084,-1.236332535
Rb.In.Bi.Cl-cubic,Rb,In,Bi,Rb.In.Bi.Cl,4.03331,2.973365,2.727957,Cl,1,0,0.82,1.78,2.02,3.16,-2.2327,-2.5185,-4.5702,-8.5949,4.1771,5.7864,7.2855,12.9676,-2.2327,-2.5185,-4.5702,-8.5949,0.71,0.36,0.438,0,2.43,1.11,1.077,0.51,1.67,0.94,0.92,0.5,0.3094,-1.354621535
Rb.In.Ga.Cl-cubic,Rb,In,Ga,Rb.In.Ga.Cl,3.828701,2.55761,2.852962,Cl,1,0,0.82,1.78,1.81,3.16,-2.2327,-2.5185,-2.5791,-8.5949,4.1771,5.7864,5.9993,12.9676,-2.2327,-2.5185,-2.5791,-8.5949,0.71,0.36,0.17,0,2.43,1.11,0.935,0.51,1.67,0.94,0.76,0.5,1.6341,-1.397411785
Rb.In.In.Cl-cubic,Rb,In,In,Rb.In.In.Cl,3.92381,2.7706,2.7706,Cl,1,0,0.82,1.78,1.78,3.16,-2.2327,-2.5185,-2.5185,-8.5949,4.1771,5.7864,5.7864,12.9676,-2.2327,-2.5185,-2.5185,-8.5949,0.71,0.36,0.36,0,2.43,1.11,1.11,0.51,1.67,0.94,0.94,0.5,1.4427,-1.406976495
Rb.In.Sb.Cl-cubic,Rb,In,Sb,Rb.In.Sb.Cl,3.984778,2.961698,2.669849,Cl,1,0,0.82,1.78,2.05,3.16,-2.2327,-2.5185,-4.8276,-8.5949,4.1771,5.7864,8.6084,12.9676,-2.2327,-2.5185,-4.8276,-8.5949,0.71,0.36,0.335,0,2.43,1.11,0.935,0.51,1.67,0.94,0.83,0.5,0.4219,-1.308971102
Rb.Tl.Al.Cl-cubic,Rb,Tl,Al,Rb.Tl.Al.Cl,3.842051,3.061139,2.348954,Cl,1,0,0.82,2.04,1.61,3.16,-2.2327,-2.37,-2.7121,-8.5949,4.1771,6.1082,5.9858,12.9676,-2.2327,-2.37,-2.7121,-8.5949,0.71,0.463,0,0,2.43,1.22,0.905,0.51,1.67,1.015,0.77,0.5,3.6123,-1.59652488
Rb.Tl.As.Cl-cubic,Rb,Tl,As,Rb.Tl.As.Cl,3.917736,3.015829,2.513278,Cl,1,0,0.82,2.04,2.18,3.16,-2.2327,-2.37,-5.1947,-8.5949,4.1771,6.1082,9.7886,12.9676,-2.2327,-2.37,-5.1947,-8.5949,0.71,0.463,0.155,0,2.43,1.22,0.745,0.51,1.67,1.015,0.67,0.5,1.1449,-1.25835889
Rb.Tl.Bi.Cl-cubic,Rb,Tl,Bi,Rb.Tl.Bi.Cl,4.076579,3.040655,2.720038,Cl,1,0,0.82,2.04,2.02,3.16,-2.2327,-2.37,-4.5702,-8.5949,4.1771,6.1082,7.2855,12.9676,-2.2327,-2.37,-4.5702,-8.5949,0.71,0.463,0.438,0,2.43,1.22,1.077,0.51,1.67,1.015,0.92,0.5,1.0286,-1.38364949
Rb.Tl.Ga.Cl-cubic,Rb,Tl,Ga,Rb.Tl.Ga.Cl,3.859001,3.036398,2.402622,Cl,1,0,0.82,2.04,1.81,3.16,-2.2327,-2.37,-2.5791,-8.5949,4.1771,6.1082,5.9993,12.9676,-2.2327,-2.37,-2.5791,-8.5949,0.71,0.463,0.17,0,2.43,1.22,0.935,0.51,1.67,1.015,0.76,0.5,2.3181,-1.41513664
Rb.Tl.In.Cl-cubic,Rb,Tl,In,Rb.Tl.In.Cl,3.959267,3.040047,2.548398,Cl,1,0,0.82,2.04,1.78,3.16,-2.2327,-2.37,-2.5185,-8.5949,4.1771,6.1082,5.7864,12.9676,-2.2327,-2.37,-2.5185,-8.5949,0.71,0.463,0.36,0,2.43,1.22,1.11,0.51,1.67,1.015,0.94,0.5,2.3762,-1.43784945
Rb.Tl.Sb.Cl-cubic,Rb,Tl,Sb,Rb.Tl.Sb.Cl,4.030924,3.035648,2.658705,Cl,1,0,0.82,2.04,2.05,3.16,-2.2327,-2.37,-4.8276,-8.5949,4.1771,6.1082,8.6084,12.9676,-2.2327,-2.37,-4.8276,-8.5949,0.71,0.463,0.335,0,2.43,1.22,0.935,0.51,1.67,1.015,0.83,0.5,1.0419,-1.335748557
Cs.Ag.Al.I-cubic,Cs,Ag,Al,Cs.Ag.Al.I,4.159624,3.067276,2.812562,I,1,0,0.79,1.93,1.61,2.66,-2.0862,-4.4045,-2.7121,-7.0851,3.8939,7.5762,5.9858,10.4513,-2.0862,-4.4045,-2.7121,-7.0851,0,0.385,0,0.315,2.6,1.33,0.905,0.83,1.71,1.045,0.77,0.755,0,-0.893281395
Cs.Ag.As.I-cubic,Cs,Ag,As,Cs.Ag.As.I,4.194625,3.021672,2.909897,I,1,0,0.79,1.93,2.18,2.66,-2.0862,-4.4045,-5.1947,-7.0851,3.8939,7.5762,9.7886,10.4513,-2.0862,-4.4045,-5.1947,-7.0851,0,0.385,0.155,0.315,2.6,1.33,0.745,0.83,1.71,1.045,0.67,0.755,0.2692,-0.757021705
Cs.Ag.Bi.I-cubic,Cs,Ag,Bi,Cs.Ag.Bi.I,4.329206,3.019723,3.10242,I,1,0,0.79,1.93,2.02,2.66,-2.0862,-4.4045,-4.5702,-7.0851,3.8939,7.5762,7.2855,10.4513,-2.0862,-4.4045,-4.5702,-7.0851,0,0.385,0.438,0.315,2.6,1.33,1.077,0.83,1.71,1.045,0.92,0.755,0.6515,-0.871212905
Cs.Ag.Ga.I-cubic,Cs,Ag,Ga,Cs.Ag.Ga.I,4.172331,3.020784,2.878931,I,1,0,0.79,1.93,1.81,2.66,-2.0862,-4.4045,-2.5791,-7.0851,3.8939,7.5762,5.9993,10.4513,-2.0862,-4.4045,-2.5791,-7.0851,0,0.385,0.17,0.315,2.6,1.33,0.935,0.83,1.71,1.045,0.76,0.755,0,-0.815170855
Cs.Ag.In.I-cubic,Cs,Ag,In,Cs.Ag.In.I,4.251257,3.024282,2.987848,I,1,0,0.79,1.93,1.78,2.66,-2.0862,-4.4045,-2.5185,-7.0851,3.8939,7.5762,5.7864,10.4513,-2.0862,-4.4045,-2.5185,-7.0851,0,0.385,0.36,0.315,2.6,1.33,1.11,0.83,1.71,1.045,0.94,0.755,0,-0.869518465
Cs.Ag.Sb.I-cubic,Cs,Ag,Sb,Cs.Ag.Sb.I,4.290565,3.023065,3.044691,I,1,0,0.79,1.93,2.05,2.66,-2.0862,-4.4045,-4.8276,-7.0851,3.8939,7.5762,8.6084,10.4513,-2.0862,-4.4045,-4.8276,-7.0851,0,0.385,0.335,0.315,2.6,1.33,0.935,0.83,1.71,1.045,0.83,0.755,0.3495,-0.829318772
Cs.Au.Al.I-cubic,Cs,Au,Al,Cs.Au.Al.I,4.140602,3.015846,2.838506,I,1,0,0.79,2.54,1.61,2.66,-2.0862,-5.7602,-2.7121,-7.0851,3.8939,9.2255,5.9858,10.4513,-2.0862,-5.7602,-2.7121,-7.0851,0,0.488,0,0.315,2.6,1.45,0.905,0.83,1.71,1.21,0.77,0.755,0,-0.814364795
Cs.Au.As.I-cubic,Cs,Au,As,Cs.Au.As.I,4.167495,2.97092,2.92271,I,1,0,0.79,2.54,2.18,2.66,-2.0862,-5.7602,-5.1947,-7.0851,3.8939,9.2255,9.7886,10.4513,-2.0862,-5.7602,-5.1947,-7.0851,0,0.488,0.155,0.315,2.6,1.45,0.745,0.83,1.71,1.21,0.67,0.755,0,-0.700059005
Cs.Au.Bi.I-cubic,Cs,Au,Bi,Cs.Au.Bi.I,4.309719,2.979239,3.11487,I,1,0,0.79,2.54,2.02,2.66,-2.0862,-5.7602,-4.5702,-7.0851,3.8939,9.2255,7.2855,10.4513,-2.0862,-5.7602,-4.5702,-7.0851,0,0.488,0.438,0.315,2.6,1.45,1.077,0.83,1.71,1.21,0.92,0.755,0,-0.800889605
Cs.Au.Ga.I-cubic,Cs,Au,Ga,Cs.Au.Ga.I,4.157059,2.95339,2.925547,I,1,0,0.79,2.54,1.81,2.66,-2.0862,-5.7602,-2.5791,-7.0851,3.8939,9.2255,5.9993,10.4513,-2.0862,-5.7602,-2.5791,-7.0851,0,0.488,0.17,0.315,2.6,1.45,0.935,0.83,1.71,1.21,0.76,0.755,0,-0.764058755
Cs.Au.In.I-cubic,Cs,Au,In,Cs.Au.In.I,4.235328,2.960025,3.029431,I,1,0,0.79,2.54,1.78,2.66,-2.0862,-5.7602,-2.5185,-7.0851,3.8939,9.2255,5.7864,10.4513,-2.0862,-5.7602,-2.5185,-7.0851,0,0.488,0.36,0.315,2.6,1.45,1.11,0.83,1.71,1.21,0.94,0.755,0,-0.808851465
Cs.Au.Sb.I-cubic,Cs,Au,Sb,Cs.Au.Sb.I,4.264057,2.976039,3.053996,I,1,0,0.79,2.54,2.05,2.66,-2.0862,-5.7602,-4.8276,-7.0851,3.8939,9.2255,8.6084,10.4513,-2.0862,-5.7602,-4.8276,-7.0851,0,0.488,0.335,0.315,2.6,1.45,0.935,0.83,1.71,1.21,0.83,0.755,0,-0.766323972
Cs.Cu.Al.I-cubic,Cs,Cu,Al,Cs.Cu.Al.I,4.069474,2.914998,2.839862,I,1,0,0.79,1.9,1.61,2.66,-2.0862,-4.6097,-2.7121,-7.0851,3.8939,7.7264,5.9858,10.4513,-2.0862,-4.6097,-2.7121,-7.0851,0,0.185,0,0.315,2.6,1.16,0.905,0.83,1.71,0.88,0.77,0.755,0,-0.82127332
Cs.Cu.As.I-cubic,Cs,Cu,As,Cs.Cu.As.I,4.101984,2.871766,2.929173,I,1,0,0.79,1.9,2.18,2.66,-2.0862,-4.6097,-5.1947,-7.0851,3.8939,7.7264,9.7886,10.4513,-2.0862,-4.6097,-5.1947,-7.0851,0,0.185,0.155,0.315,2.6,1.16,0.745,0.83,1.71,0.88,0.67,0.755,0,-0.69727643
Cs.Cu.Bi.I-cubic,Cs,Cu,Bi,Cs.Cu.Bi.I,4.233518,2.869254,3.115316,I,1,0,0.79,1.9,2.02,2.66,-2.0862,-4.6097,-4.5702,-7.0851,3.8939,7.7264,7.2855,10.4513,-2.0862,-4.6097,-4.5702,-7.0851,0,0.185,0.438,0.315,2.6,1.16,1.077,0.83,1.71,0.88,0.92,0.755,0.2847,-0.81144103
Cs.Cu.Ga.I-cubic,Cs,Cu,Ga,Cs.Cu.Ga.I,4.090948,2.861226,2.924078,I,1,0,0.79,1.9,1.81,2.66,-2.0862,-4.6097,-2.5791,-7.0851,3.8939,7.7264,5.9993,10.4513,-2.0862,-4.6097,-2.5791,-7.0851,0,0.185,0.17,0.315,2.6,1.16,0.935,0.83,1.71,0.88,0.76,0.755,0,-0.76156738
Cs.Cu.In.I-cubic,Cs,Cu,In,Cs.Cu.In.I,4.165778,2.866729,3.023528,I,1,0,0.79,1.9,1.78,2.66,-2.0862,-4.6097,-2.5185,-7.0851,3.8939,7.7264,5.7864,10.4513,-2.0862,-4.6097,-2.5185,-7.0851,0,0.185,0.36,0.315,2.6,1.16,1.11,0.83,1.71,0.88,0.94,0.755,0,-0.81373409
Cs.Cu.Sb.I-cubic,Cs,Cu,Sb,Cs.Cu.Sb.I,4.196458,2.871196,3.061959,I,1,0,0.79,1.9,2.05,2.66,-2.0862,-4.6097,-4.8276,-7.0851,3.8939,7.7264,8.6084,10.4513,-2.0862,-4.6097,-4.8276,-7.0851,0,0.185,0.335,0.315,2.6,1.16,0.935,0.83,1.71,0.88,0.83,0.755,0,-0.770179597
Cs.In.Al.I-cubic,Cs,In,Al,Cs.In.Al.I,4.330823,3.312082,2.801997,I,1,0,0.79,1.78,1.61,2.66,-2.0862,-2.5185,-2.7121,-7.0851,3.8939,5.7864,5.9858,10.4513,-2.0862,-2.5185,-2.7121,-7.0851,0,0.36,0,0.315,2.6,1.11,0.905,0.83,1.71,0.94,0.77,0.755,0.9201,-0.96885983
Cs.In.As.I-cubic,Cs,In,As,Cs.In.As.I,4.33475,3.214732,2.911787,I,1,0,0.79,1.78,2.18,2.66,-2.0862,-2.5185,-5.1947,-7.0851,3.8939,5.7864,9.7886,10.4513,-2.0862,-2.5185,-5.1947,-7.0851,0,0.36,0.155,0.315,2.6,1.11,0.745,0.83,1.71,0.94,0.67,0.755,0.1046,-0.83116054
Cs.In.Bi.I-cubic,Cs,In,Bi,Cs.In.Bi.I,4.496185,3.253597,3.104089,I,1,0,0.79,1.78,2.02,2.66,-2.0862,-2.5185,-4.5702,-7.0851,3.8939,5.7864,7.2855,10.4513,-2.0862,-2.5185,-4.5702,-7.0851,0,0.36,0.438,0.315,2.6,1.11,1.077,0.83,1.71,0.94,0.92,0.755,0.2804,-0.93360464
Cs.In.Ga.I-cubic,Cs,In,Ga,Cs.In.Ga.I,4.323108,2.978897,3.133918,I,1,0,0.79,1.78,1.81,2.66,-2.0862,-2.5185,-2.5791,-7.0851,3.8939,5.7864,5.9993,10.4513,-2.0862,-2.5185,-2.5791,-7.0851,0,0.36,0.17,0.315,2.6,1.11,0.935,0.83,1.71,0.94,0.76,0.755,0.2606,-0.91709419
