,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,ind_gap,heat_of_formation
63,-3.4947877,-1.2969325,12.852049,3.570992,-0.4897152,-0.5009762,-0.49389386,-0.99259025,-1.4869529,-0.15202823,0.0,-1.07654755
64,-3.4993157,-1.3009828,12.806219,3.7694619,-0.4922103,-0.50327796,-0.48334455,-1.0052977,-1.4986708,-0.153971,0.1505,-1.11924146
65,-1.9657468,-0.36811313,-0.49966574,1.0927365,-0.08189213,-0.2303754,-0.12946604,-0.2206771,-0.43976074,-0.8082909,0.8142,-1.049092367
66,-4.5026836,-1.8468355,21.941614,5.5482626,-0.7442481,-0.6686168,-0.7945623,-1.4526287,-2.0957925,1.0302144,0.0,-1.08946679
67,-1.6547714,-0.04602101,-1.6114377,1.5704818,0.16921723,-0.1529768,-0.15956087,0.15130937,-0.06681659,-1.1172479,0.0,-0.8839256
68,-1.4719907,-0.15714376,-0.9445869,3.0881248,-0.098705195,-0.2124602,-0.1364343,-0.24395923,-0.160951,-0.70038956,0.105,-0.9937385
69,-4.512818,-1.8357996,21.534494,5.56781,-0.73266524,-0.6639406,-0.78456527,-1.4357785,-2.092259,0.8274249,0.0,-0.98260225
70,-4.514908,-1.8336397,21.327564,5.570898,-0.7258412,-0.6616768,-0.76712626,-1.4305,-2.098519,0.72572637,0.0,-1.01929466
71,-1.4406589,-0.053464115,-1.350619,1.8342514,-0.017392278,-0.16823874,-0.14342108,-0.06365972,-0.040092975,-0.89211124,0.0,-0.954844767
72,-3.524423,-1.2835567,12.319189,3.4269733,-0.4700573,-0.49299145,-0.48692337,-0.9578695,-1.4820029,-0.2172103,0.0,-1.144364515
73,-2.2937613,-0.44803163,-0.4713307,1.0312681,-0.068264686,-0.23988874,-0.1574508,-0.20510851,-0.56854075,-0.9593285,0.195,-0.929802425
74,-1.9573679,-0.39065796,-0.37365884,1.0749669,-0.09893981,-0.23820892,-0.13475366,-0.25024214,-0.4565448,-0.74974006,0.5582,-1.050742125
75,-3.4754262,-1.2569996,11.887769,3.3477654,-0.45844516,-0.48517394,-0.47336742,-0.93675727,-1.452288,-0.23318028,0.0,-1.032518075
76,-3.444145,-1.2550299,11.922531,3.5981345,-0.46640047,-0.4881912,-0.46445665,-0.9574174,-1.4508897,-0.2087535,0.0,-1.075357485
77,-2.063454,-0.4009981,-0.44380203,1.0178547,-0.08286205,-0.23561028,-0.13955067,-0.2240907,-0.48517713,-0.83414984,0.3028,-1.006316092
78,-2.808336,-0.9155899,6.4288754,2.1864588,-0.30861083,-0.38342544,-0.27977017,-0.6679084,-1.0696687,-0.41776934,1.8871,-1.275559625
79,-2.524202,-0.6176263,0.51514226,1.3796587,-0.14248924,-0.28821808,-0.19454241,-0.35339254,-0.76175016,-0.8144566,0.0308,-1.044230035
80,-2.2204902,-0.609707,2.0798042,1.5177753,-0.20309825,-0.30269566,-0.18617602,-0.45354462,-0.6973543,-0.52462584,0.1087,-1.154327835
81,-2.7786348,-0.9072811,6.3796506,2.1874769,-0.30866775,-0.38205248,-0.2758115,-0.6676125,-1.0575919,-0.407477,0.8699,-1.172031285
82,-2.7366152,-0.8936686,6.2138715,2.3315835,-0.30933312,-0.38074628,-0.2662867,-0.67216825,-1.0421629,-0.39781794,0.6885,-1.185390195
83,-2.329906,-0.6071527,1.372975,1.4497344,-0.17688611,-0.29538375,-0.1870207,-0.40973058,-0.71626115,-0.64205956,0.0204,-1.111678002
84,-2.75403,-0.9088735,6.57494,2.2110343,-0.31584293,-0.38425016,-0.2772606,-0.6793316,-1.0536519,-0.37757427,2.5847,-1.30857088
85,-2.4598467,-0.60414255,0.5487062,1.3894751,-0.14681134,-0.28711674,-0.19016121,-0.35909495,-0.73801404,-0.77949095,0.7202,-1.05942269
86,-2.1708887,-0.60028046,2.122926,1.5425453,-0.20726688,-0.30230686,-0.18240951,-0.45997635,-0.68033487,-0.49577108,0.59,-1.17843999
87,-2.7517598,-0.89855903,6.3200727,2.1799712,-0.30823502,-0.38046667,-0.27372858,-0.6656322,-1.0447701,-0.39955136,1.3803,-1.17226904
88,-2.7491949,-0.9034669,6.3886766,2.2924376,-0.3124397,-0.38288775,-0.26795384,-0.67773384,-1.0527089,-0.38990718,1.5726,-1.21096255
89,-2.2678068,-0.5946523,1.4150546,1.4578469,-0.18125562,-0.29444033,-0.18247771,-0.41573307,-0.69396037,-0.60754657,0.6199,-1.132750057
90,-5.5747256,-1.6816345,11.645406,-0.8198229,-0.17114075,-0.44049865,-0.6419892,-0.3518334,-2.1191576,-1.4845612,2.1892,-1.51599637
91,-3.956078,-0.70609885,-0.9634798,-0.66812366,0.9220952,-0.1943423,-0.26599312,1.363556,-1.0521802,-2.108249,1.2792,-1.20350208
92,-3.2896154,-0.6137802,-0.55536294,-1.5009896,0.987406,-0.15091573,-0.21737309,1.9355141,-0.8031751,-1.7120374,1.5671,-1.34394038
93,-5.32597,-1.6240482,11.64913,-0.8947949,-0.17412575,-0.42941895,-0.61837214,-0.34426662,-2.0205624,-1.3716706,0.9376,-1.34214953
94,-4.7711124,-1.5191512,12.467721,-1.3477777,-0.16839878,-0.39705768,-0.57205695,-0.27944753,-1.8034346,-1.086801,1.0098,-1.38060884
95,-3.3382633,-0.6114728,-0.6611842,-1.1597191,0.86330616,-0.16690491,-0.22472222,1.5679847,-0.8272622,-1.736713,1.3481,-1.293616047
96,-6.8435893,-2.261336,20.261305,-0.68349636,-0.36985275,-0.59178114,-0.96953887,-0.69240916,-2.782513,-1.3294915,0.3603,-1.37564707
97,-3.8930962,-0.42626125,-2.00828,-1.5941347,2.131103,-0.06242273,-0.31064656,4.1530523,-0.7045699,-2.6448355,0.0619,-1.08840578
98,-2.962362,-0.43376383,-0.92688316,-1.9489077,1.405808,-0.08805384,-0.23017836,3.0534554,-0.5363219,-1.7661335,0.4324,-1.21956278
99,-6.4130073,-2.177532,20.712881,-0.8490986,-0.382875,-0.5761256,-0.9340709,-0.6893564,-2.6222131,-1.0998942,0.0,-1.21425803
100,-5.8092914,-2.0689251,21.846336,-1.4749994,-0.36727998,-0.5355753,-0.8859343,-0.5899071,-2.3824987,-0.7862095,0.0,-1.25101974
101,-3.0119698,-0.35523844,-1.3461938,-1.9038082,1.6644273,-0.06404834,-0.24165213,3.540606,-0.47053233,-1.9649508,0.1614,-1.174498347
102,-5.5630183,-1.6438522,10.663499,-0.77168965,-0.1505007,-0.43049976,-0.6267268,-0.32160908,-2.0910308,-1.5584589,0.6212,-1.439404295
103,-4.014347,-0.7362937,-0.88277686,-0.60190344,0.84112597,-0.20533665,-0.27681252,1.1858009,-1.0913119,-2.0929692,0.5367,-1.153264805
104,-3.345253,-0.63147193,-0.53618646,-1.4391323,0.95031095,-0.15753569,-0.2244331,1.8364085,-0.8315126,-1.7228842,0.7609,-1.297999305
105,-5.2849364,-1.5843089,10.7727785,-0.8353276,-0.15907171,-0.42079735,-0.60093164,-0.3244489,-1.9862136,-1.4204957,0.0,-1.280938655
106,-4.758081,-1.4841452,11.53531,-1.2694072,-0.15273122,-0.38963056,-0.55643266,-0.26109943,-1.7795264,-1.1518387,0.0,-1.327001865
107,-3.3951695,-0.630782,-0.6374424,-1.0938058,0.82134974,-0.17413871,-0.23118182,1.4562489,-0.85787374,-1.7457463,0.6478,-1.246768272
108,-4.698438,-1.2324661,4.536766,-1.1281807,0.11861992,-0.3072479,-0.39699927,0.009443164,-1.6115385,-1.721289,2.9697,-1.604786905
109,-4.163055,-0.88108915,-0.3246791,-0.6510181,0.5328257,-0.2429128,-0.30496863,0.6195508,-1.2417622,-1.9305552,0.6019,-1.285007715
110,-3.6330585,-0.84653395,1.0974047,-1.4907926,0.54380476,-0.21151431,-0.2728671,1.0763885,-1.0669644,-1.543383,0.4401,-1.412981015
111,-4.241227,-1.1510026,5.187931,-1.1942128,-0.008443189,-0.29975834,-0.36799255,-0.03452449,-1.4507718,-1.4475513,1.7994,-1.442732465
112,-4.0303307,-1.1009138,5.3767915,-1.6238788,0.14187896,-0.2694878,-0.34287465,0.36313856,-1.3473036,-1.3841888,1.5767,-1.459136375
113,-3.6605098,-0.82459354,0.17510565,-1.1463282,0.4663484,-0.22202611,-0.2735239,0.7903153,-1.0715296,-1.5915471,0.5387,-1.364971282
114,-4.697262,-1.2482784,5.011289,-1.2181904,0.10826546,-0.30769727,-0.40065724,0.03162396,-1.619283,-1.6912203,3.6705,-1.64336846
115,-4.13619,-0.87619066,-0.30744383,-0.74749684,0.57319975,-0.23721616,-0.30148742,0.7352985,-1.2277015,-1.9226128,1.26,-1.31077277
116,-3.5989697,-0.8403288,1.1946381,-1.5948119,0.5855833,-0.2053024,-0.2685201,1.1983768,-1.0501558,-1.5319356,1.1018,-1.44394307
117,-4.4731092,-1.1990726,5.1134953,-1.2920908,0.08415055,-0.29853985,-0.3831459,0.055846214,-1.5308965,-1.5814673,2.4214,-1.46312322
118,-4.039634,-1.1213198,5.913011,-1.7162163,0.12697446,-0.27085933,-0.34834537,0.3776163,-1.3605474,-1.3541851,2.4561,-1.49219223
119,-3.6229703,-0.81716484,0.2630329,-1.247243,0.5065032,-0.21579109,-0.26929006,0.90952265,-1.052996,-1.5787603,1.12,-1.394131237
120,-8.122092,-2.2039213,9.1148205,6.532676,-0.23815738,-0.60762167,-0.89094204,-0.7152526,-3.140448,-2.677201,2.1587,-1.46835335
121,-6.363094,-1.1007878,-1.8812075,4.5453415,1.1614833,-0.29566556,-0.48135158,0.8327712,-1.9089692,-3.4830785,1.1805,-1.13936706
122,-3.9277008,-0.75835633,-0.9360036,7.1467347,-0.07392242,-0.32931206,-0.29085338,-0.36747703,-1.2042555,-1.8054552,1.5173,-1.25839146
123,-7.4379363,-2.0744424,9.608837,6.937703,-0.2935438,-0.60202116,-0.8262063,-0.8064532,-2.9126585,-2.2873578,0.8293,-1.29032551
124,-5.8906198,-1.8249851,11.8736105,8.628516,-0.46976256,-0.6139681,-0.7078879,-1.1098995,-2.4343238,-1.2839235,0.9338,-1.31147312
125,-4.1987586,-0.770003,-1.1586332,6.3053203,-0.010780252,-0.3107563,-0.3073558,-0.24601424,-1.253729,-2.0576952,1.277,-1.213266927
126,-10.12618,-2.9150321,16.670015,9.559504,-0.4304087,-0.793379,-1.2934581,-1.0989671,-4.07081,-2.9135234,0.3487,-1.32703435
127,-6.4447756,-0.81729126,-3.269598,6.0659122,1.8947654,-0.22336164,-0.5394289,2.2254477,-1.6520945,-4.078067,0.0,-1.02574116
128,-3.6690793,-0.5623353,-1.6062186,9.498319,-0.056600798,-0.30742687,-0.2971344,-0.3478524,-0.9920621,-1.9031147,0.3961,-1.13447236
129,-9.451416,-2.7922263,17.299505,10.032053,-0.49087736,-0.79058915,-1.2340922,-1.1992719,-3.8495538,-2.514453,0.0,-1.16283271
130,-7.3302355,-2.4523408,20.494535,11.730969,-0.7195728,-0.80036527,-1.0662504,-1.5837315,-3.1912038,-1.1477731,0.0,-1.18193962
131,-4.19065,-0.53402835,-2.2532318,8.148502,0.42959774,-0.2601655,-0.3465928,-0.07001918,-1.0349959,-2.474208,0.105,-1.094923627
132,-7.7046037,-2.089895,8.525294,5.756193,-0.22202043,-0.57975876,-0.82622874,-0.67069995,-2.9682775,-2.545187,0.6905,-1.422071575
133,-6.2383003,-1.1288046,-1.5864874,3.8016777,1.0243623,-0.30250606,-0.47524482,0.65678966,-1.9037669,-3.3135006,0.5018,-1.115107985
134,-4.084044,-0.8280039,-0.744084,6.5239315,-0.077301934,-0.3379752,-0.3117536,-0.36684522,-1.2849468,-1.8153509,0.7442,-1.231303385
135,-6.9896083,-1.9565982,9.096382,6.1711826,-0.28120413,-0.5745148,-0.75929135,-0.7680729,-2.7316904,-2.1331959,0.0,-1.257796335
136,-5.8659253,-1.7819766,10.918396,7.996721,-0.42916209,-0.5929224,-0.6863964,-1.030068,-2.3914392,-1.3724068,0.0,-1.281098045
137,-4.2664824,-0.8302786,-0.9136658,5.5388155,-0.021926498,-0.3188703,-0.31969544,-0.25547823,-1.309663,-2.0048804,0.6278,-1.187260052
138,-6.139721,-1.5497749,2.9780977,3.9661193,-0.09561916,-0.4465591,-0.5210197,-0.421237,-2.2584655,-2.3144574,2.7501,-1.521624685
139,-6.028168,-1.2311283,-0.83295375,2.9368854,0.5758234,-0.3360725,-0.4693389,-0.015414977,-1.9490429,-2.9064372,0.3006,-1.195962295
140,-4.40698,-1.059764,0.3444386,5.5774117,-0.14780724,-0.38790366,-0.36109614,-0.48996803,-1.5349245,-1.6466407,0.2369,-1.308173495
141,-5.4103374,-1.430433,4.035328,4.754441,-0.17848259,-0.45185652,-0.46889496,-0.56215847,-2.0296128,-1.8422556,1.5348,-1.359002745
142,-4.9551215,-1.3514264,4.4874964,6.336868,-0.25133973,-0.46622428,-0.4428055,-0.70420855,-1.8921632,-1.536357,1.3588,-1.364314955
143,-4.3647056,-1.0143155,-0.08609759,4.5542264,-0.10425979,-0.36354548,-0.3489493,-0.39325756,-1.4774784,-1.7202057,0.3352,-1.263940062
144,-6.4996257,-1.6135495,2.5730581,4.414436,-0.078971766,-0.45590574,-0.56124586,-0.4044408,-2.379053,-2.5142083,3.5545,-1.55729384
145,-6.3067145,-1.273918,-0.9322176,3.351315,0.65709937,-0.3417799,-0.4982821,0.010469198,-2.0379848,-3.0752354,1.0733,-1.21562485
146,-4.368381,-1.0548533,0.40379035,5.892573,-0.15891361,-0.39171186,-0.35938898,-0.5139666,-1.5267895,-1.614107,0.9927,-1.33599675
147,-5.8495464,-1.5001477,3.3003728,4.855699,-0.14010388,-0.454645,-0.5043761,-0.50624955,-2.1701767,-2.1196468,2.2592,-1.3751685
148,-4.933437,-1.3488268,4.5199156,6.5843263,-0.25929007,-0.46923956,-0.4424828,-0.72175187,-1.8882636,-1.516261,2.3298,-1.39382951
149,-4.390943,-1.0163043,-0.11283503,4.969275,-0.10957807,-0.36770377,-0.35341707,-0.40962693,-1.4874759,-1.7336107,0.9869,-1.289239617
150,-6.0038385,-1.8033978,11.266115,3.8502474,-0.33227465,-0.54793537,-0.6977937,-0.7869415,-2.3871403,-1.5189639,2.1691,-1.49300669
151,-4.3419104,-0.7576923,-1.2658926,0.8293301,0.71898603,-0.2377368,-0.28930923,0.5727824,-1.2169285,-2.3205268,1.2166,-1.1705028
152,-3.432752,-0.6163915,-0.94820607,1.5613713,0.19415319,-0.24457453,-0.23154052,-0.057425406,-0.93253994,-1.7145213,1.5347,-1.2976863
153,-5.789964,-1.7547783,11.252849,3.8957615,-0.3433509,-0.54286635,-0.6792172,-0.80152744,-2.3066447,-1.4135437,0.8637,-1.31669575
154,-5.3288627,-1.6881554,12.209224,4.2506566,-0.4004409,-0.54805547,-0.6534825,-0.8943511,-2.165338,-1.0933028,0.9585,-1.34457866
155,-3.4168217,-0.60512304,-0.96497077,0.94512343,0.27466655,-0.23511317,-0.23150039,-0.016137505,-0.9116921,-1.7299229,1.303,-1.250613967
156,-7.1121774,-2.3548186,19.774445,5.846451,-0.5663635,-0.7108455,-0.9977316,-1.2155875,-3.0185544,-1.2608603,0.3514,-1.35228769
157,-4.138117,-0.456069,-2.3838508,1.0171735,1.3615744,-0.15890317,-0.33079973,1.9580234,-0.87668574,-2.6923687,0.0121,-1.0565103
158,-3.0552692,-0.45536605,-1.294547,3.456367,0.0890156,-0.23516145,-0.23867138,-0.095663264,-0.72305876,-1.62487,0.4081,-1.1736802
159,-6.8045816,-2.2911317,19.888338,5.8820896,-0.5849096,-0.7050019,-0.9687126,-1.242153,-2.9093068,-1.0987524,0.0,-1.18933025
160,-6.3425384,-2.2193654,20.705185,6.0475903,-0.6333686,-0.7060142,-0.93685055,-1.318177,-2.7635741,-0.7955724,0.0,-1.21517556
161,-3.0292037,-0.35210037,-1.7009296,2.0669277,0.5134382,-0.18931973,-0.2458158,0.466061,-0.6020442,-1.8229132,0.1257,-1.132084567
162,-5.9330983,-1.7506832,10.289589,3.562866,-0.3016876,-0.52981323,-0.67359394,-0.7293445,-2.3308938,-1.5774703,0.6565,-1.434919315
163,-4.387978,-0.81493104,-1.0316821,0.9087484,0.56278706,-0.25536647,-0.30236077,0.27861392,-1.2749547,-2.2393098,0.5151,-1.136378325
164,-3.5699468,-0.68313026,-0.7543884,1.2302665,0.13564563,-0.2565672,-0.2528482,-0.075576566,-1.009743,-1.7063465,0.7525,-1.263478725
165,-5.7160563,-1.7034079,10.330865,3.618004,-0.31465203,-0.52549475,-0.6556161,-0.74721014,-2.2508466,-1.4654548,0.0,-1.273126475
166,-5.2799563,-1.6428918,11.30589,4.0325875,-0.37260658,-0.5322928,-0.6340351,-0.8425814,-2.119202,-1.1541871,0.0,-1.305410985
167,-3.5156734,-0.65316993,-0.83042634,0.9411485,0.20738125,-0.24639797,-0.24788006,-0.041929364,-0.9695093,-1.7200043,0.6353,-1.216858092
168,-4.9506226,-1.305355,3.9196596,2.112502,-0.13448445,-0.40462062,-0.43072793,-0.4215053,-1.80517,-1.6947573,2.8237,-1.559697725
169,-4.5333652,-0.98232,-0.3680955,1.3001049,0.104850054,-0.30788812,-0.33812064,-0.12097831,-1.4497374,-2.012385,0.4084,-1.236332535
170,-3.8180466,-0.9104824,0.48617518,1.6680874,-0.08611163,-0.3246543,-0.3069371,-0.29399738,-1.25398,-1.4468652,0.3094,-1.354621535
171,-4.5596743,-1.2382487,4.482674,2.2619765,-0.17256002,-0.40381834,-0.40672752,-0.47905347,-1.6746762,-1.44878,1.6341,-1.397411785
