epoch,loss
0,0.16113275289535522
1,0.13199596107006073
2,0.10082843154668808
3,0.056887757033109665
4,0.013259977102279663
5,0.00773457158356905
6,0.007231788709759712
7,0.006671443115919828
8,0.0057973661459982395
9,0.006201181560754776
10,0.005690742749720812
11,0.00535295344889164
12,0.004987858701497316
13,0.005601760931313038
14,0.005174574907869101
15,0.005201913416385651
16,0.004608492366969585
17,0.004419791046530008
18,0.00439378572627902
19,0.004291039425879717
20,0.004981628153473139
21,0.004421450663357973
22,0.00468810461461544
23,0.004393409471958876
24,0.004360859282314777
25,0.004207790829241276
26,0.0041913678869605064
27,0.00353410211391747
28,0.004171006381511688
29,0.0034984336234629154
30,0.003955882042646408
31,0.00342384516261518
32,0.0033864367287606
33,0.003768202615901828
34,0.0033057071268558502
35,0.0033829128369688988
36,0.003386713331565261
37,0.0031470826361328363
38,0.0038356436416506767
39,0.0035932769533246756
40,0.0037667411379516125
41,0.0030512134544551373
42,0.003171231597661972
43,0.003056184621527791
44,0.002976946299895644
45,0.0028091343119740486
46,0.0032943403348326683
47,0.0029454731848090887
48,0.002783631207421422
49,0.0029072307515889406
50,0.0028619016520678997
51,0.002799910493195057
52,0.002531180391088128
53,0.0025092947762459517
54,0.002546543488278985
55,0.002582587068900466
56,0.0024100379087030888
57,0.0023247760254889727
58,0.0023789750412106514
59,0.002482472686097026
60,0.002287914976477623
61,0.0023466837592422962
62,0.0023827122058719397
63,0.002240045228973031
64,0.002218232024461031
65,0.0021666267421096563
66,0.002203706419095397
67,0.002229188336059451
68,0.002176071284338832
69,0.002145192353054881
70,0.0020820265635848045
71,0.0021291656885296106
72,0.002051766263321042
73,0.002096809446811676
74,0.0020329602994024754
75,0.002053650328889489
76,0.0019589215517044067
77,0.0019459835020825267
78,0.0019101995276287198
79,0.0019178434740751982
80,0.001902744290418923
81,0.0018920933362096548
82,0.0018779796082526445
83,0.0018791885813698173
84,0.0018659478519111872
85,0.0018653487786650658
86,0.0018631340935826302
87,0.0018592856358736753
88,0.001857598195783794
89,0.001856389339081943
90,0.0018550726817920804
91,0.0018539121374487877
92,0.0018536605639383197
93,0.001853071735240519
94,0.0018525986233726144
95,0.0018522454192861915
96,0.001851945067755878
97,0.0018518887227401137
98,0.001851661247201264
99,0.0018515689298510551
