epoch,loss
0,0.14749793708324432
1,0.07588992267847061
2,0.023215245455503464
3,0.022467052564024925
4,0.021981727331876755
5,0.01761600747704506
6,0.017019448801875114
7,0.01575559750199318
8,0.01553950086236
9,0.016086488962173462
10,0.01586120016872883
11,0.014927398413419724
12,0.015204162336885929
13,0.014803878031671047
14,0.015709655359387398
15,0.014942741952836514
16,0.015952248126268387
17,0.014711346477270126
18,0.015279438346624374
19,0.014831320382654667
20,0.014472459442913532
21,0.009168533608317375
22,0.005532101262360811
23,0.004224988166242838
24,0.00342588871717453
25,0.002943620318546891
26,0.0037695979699492455
27,0.003168031107634306
28,0.002750801621004939
29,0.0026361499913036823
30,0.0028409904334694147
31,0.002646699780598283
32,0.0030468362383544445
33,0.0025449548847973347
34,0.0023485561832785606
35,0.002492256462574005
36,0.002243988448753953
37,0.002132941270247102
38,0.0022776552941650152
39,0.002265329472720623
40,0.001950336853042245
41,0.0022722308058291674
42,0.0023433964233845472
43,0.0018197913886979222
44,0.001823930535465479
45,0.0019135995535179973
46,0.0022301350254565477
47,0.0016828941879794002
48,0.0019013071432709694
49,0.0017527721356600523
50,0.001365095959044993
51,0.0016674346989020705
52,0.0017184396274387836
53,0.0016863361233845353
54,0.0013870263937860727
55,0.0016205973224714398
56,0.001399569446220994
57,0.0011756856692954898
58,0.0012370293261483312
59,0.0012710554292425513
60,0.0012326413998380303
61,0.0012167637469246984
62,0.0011000328231602907
63,0.0013437223387882113
64,0.0010184654965996742
65,0.0009982691844925284
66,0.0010333155514672399
67,0.0009400183917023242
68,0.0009895542170852423
69,0.0009280327940359712
70,0.0009161945199593902
71,0.0009188808035105467
72,0.0009456439292989671
73,0.0008643484907224774
74,0.0008916736114770174
75,0.0008129009511321783
76,0.0007793899858370423
77,0.0007499535568058491
78,0.0007466067327186465
79,0.0007232095231302083
80,0.0007121582166291773
81,0.0006988427485339344
82,0.0006972917472012341
83,0.0006801949348300695
84,0.0006726760766468942
85,0.0006714865448884666
86,0.0006695330957882106
87,0.000664394989144057
88,0.0006633353768847883
89,0.0006622448563575745
90,0.000659689016174525
91,0.0006590160774067044
92,0.0006584018701687455
93,0.0006577183376066387
94,0.0006573410355485976
95,0.0006572171114385128
96,0.0006570288096554577
97,0.0006568775279447436
98,0.0006566015654243529
99,0.0006564512150362134
100,0.0006563466158695519
101,0.0006563342176377773
102,0.0006562792113982141
103,0.0006562405615113676
104,0.0006562155904248357
105,0.0006561832851730287
106,0.000656162912491709
107,0.0006561570917256176
108,0.0006561448099091649
109,0.0006561361951753497
110,0.0006561295012943447
111,0.0006561205955222249
112,0.0006561209447681904
113,0.0006561182672157884
114,0.000656115124002099
115,0.0006561141926795244
116,0.0006561142508871853
117,0.000656113785225898
118,0.0006561134359799325
119,0.0006561133777722716
120,0.000656113144941628
121,0.0006561133195646107
122,0.000656113144941628
123,0.0006561133777722716
124,0.0006561133195646107
125,0.0006561132613569498
126,0.0006561133195646107
127,0.0006561133777722716
128,0.0006561133195646107
129,0.0006561133777722716
130,0.0006561132613569498
131,0.0006561133777722716
132,0.0006561132613569498
133,0.0006561134359799325
134,0.0006561132613569498
135,0.0006561133195646107
136,0.0006561134359799325
137,0.0006561133195646107
138,0.0006561133195646107
139,0.0006561133777722716
140,0.0006561134359799325
141,0.0006561134359799325
142,0.0006561133777722716
143,0.0006561134359799325
144,0.000656113144941628
145,0.0006561134359799325
146,0.0006561134359799325
147,0.0006561132613569498
148,0.000656113144941628
149,0.0006561134941875935
150,0.000656113144941628
151,0.0006561133777722716
152,0.0006561133195646107
153,0.0006561133195646107
154,0.0006561133195646107
155,0.000656113144941628
156,0.0006561132613569498
157,0.0006561134941875935
158,0.0006561132613569498
159,0.0006561133195646107
160,0.0006561133777722716
161,0.0006561133777722716
162,0.0006561135523952544
163,0.0006561132613569498
164,0.0006561133195646107
165,0.0006561133777722716
166,0.0006561133777722716
167,0.0006561132613569498
168,0.0006561133195646107
169,0.0006561133195646107
170,0.0006561133195646107
171,0.0006561133195646107
172,0.0006561134941875935
173,0.0006561134359799325
174,0.0006561133777722716
175,0.0006561133195646107
176,0.0006561133195646107
177,0.0006561133777722716
178,0.0006561133777722716
179,0.0006561133777722716
180,0.0006561133195646107
181,0.0006561133195646107
182,0.0006561134359799325
183,0.0006561133195646107
184,0.0006561133195646107
185,0.0006561133777722716
186,0.0006561132613569498
187,0.0006561134359799325
188,0.0006561133777722716
189,0.0006561134941875935
190,0.0006561133777722716
191,0.0006561133195646107
192,0.0006561134359799325
193,0.0006561133195646107
194,0.0006561133777722716
195,0.0006561133195646107
196,0.0006561134359799325
197,0.0006561133777722716
198,0.0006561133195646107
199,0.0006561135523952544
